timestamp,x
10.214,0.0
10.224,0.06218193471431732
10.234,0.12412320077419281
10.244,0.18558406829833984
10.254,0.24632667005062103
10.264000000000001,0.30611589550971985
10.274000000000001,0.3647203743457794
10.284,0.4219132363796234
10.294,0.4774731397628784
10.304,0.5311850905418396
10.314,0.582841157913208
10.324,0.632241427898407
10.334,0.6791947484016418
10.344000000000001,0.7235193252563477
10.354000000000001,0.7650436162948608
10.364,0.8036069869995117
10.374,0.8390600681304932
10.384,0.871265709400177
10.394,0.9000992774963379
10.404,0.9254491925239563
10.414,0.9472172856330872
10.424000000000001,0.9653192758560181
10.434000000000001,0.9796851873397827
10.444,0.9902594089508057
10.454,0.9970009922981262
10.464,0.9998838305473328
10.474,0.9988967776298523
10.484,0.9940436482429504
10.494,0.9853432178497314
10.504,0.9728292226791382
10.514000000000001,0.9565500020980835
10.524000000000001,0.9365686178207397
10.534,0.9129624366760254
10.544,0.8858227729797363
10.554,0.8552546501159668
10.564,0.8213764429092407
10.574,0.7843191623687744
10.584,0.744226336479187
10.594000000000001,0.7012531161308289
10.604000000000001,0.6555657982826233
10.614,0.6073412299156189
10.624,0.5567660331726074
10.634,0.504036009311676
10.644,0.4493551254272461
10.654,0.3929351270198822
10.664,0.3349943161010742
10.674000000000001,0.27575698494911194
10.684000000000001,0.21545235812664032
10.694,0.15431387722492218
10.704,0.09257813543081284
10.714,0.030484093353152275
10.724,-0.03172793239355087
10.734,-0.09381716698408127
10.744,-0.1555432826280594
10.754,-0.21666741371154785
10.764000000000001,-0.27695295214653015
10.774000000000001,-0.3361665904521942
10.784,-0.39407914876937866
10.794,-0.450466513633728
10.804,-0.5051103830337524
10.814,-0.5577993392944336
10.824,-0.6083294153213501
10.834,-0.6565050482749939
10.844000000000001,-0.7021397352218628
10.854000000000001,-0.7450569868087769
10.864,-0.7850905656814575
10.874,-0.8220856189727783
10.884,-0.8558988571166992
10.894,-0.886399507522583
10.904,-0.9134694933891296
10.914,-0.9370040893554688
10.924000000000001,-0.956912100315094
10.934000000000001,-0.9731165766716003
10.944,-0.9855547547340393
10.954,-0.9941784739494324
10.964,-0.9989544153213501
10.974,-0.9998640418052673
10.984,-0.9969038963317871
10.994,-0.9900853633880615
11.004,-0.9794349074363708
11.014000000000001,-0.9649936556816101
11.024000000000001,-0.9468175768852234
11.034,-0.9249770045280457
11.044,-0.8995563983917236
11.054,-0.870654284954071
11.064,-0.8383824229240417
11.074,-0.8028656840324402
11.084,-0.764241635799408
11.094000000000001,-0.722659707069397
11.104000000000001,-0.6782808303833008
11.114,-0.6312767863273621
11.124,-0.5818294882774353
11.134,-0.5301303267478943
11.144,-0.4763793647289276
11.154,-0.4207846522331238
11.164,-0.36356136202812195
11.174000000000001,-0.3049309551715851
11.184000000000001,-0.24512039124965668
11.194,-0.18436111509799957
11.204,-0.12288828939199448
11.214,-0.06093985214829445
11.224,0.0012444412568584085
11.234,0.06342391669750214
11.244,0.12535792589187622
11.254,0.18680675327777863
11.264000000000001,0.24753257632255554
11.274000000000001,0.3073003590106964
11.284,0.36587879061698914
11.294,0.4230411648750305
11.304,0.4785661995410919
11.314,0.5322390198707581
11.324,0.5838519334793091
11.334,0.6332051157951355
